Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2018-10-12,DMART,EQ,1326.1,1345.0,1421.0,1341.0,1414.9,1411.7,1386.01,899147,124622845984999.98,50111,331241,0.36840000000000006
2018-10-15,DMART,EQ,1411.7,1334.8,1359.0,1306.15,1323.7,1329.75,1331.39,2056672,273823813705000.03,122072,572830,0.2785
2018-10-16,DMART,EQ,1329.75,1330.0,1347.95,1325.0,1334.0,1336.95,1335.32,678083,90545698585000.0,38728,245508,0.36210000000000003
2018-10-17,DMART,EQ,1336.95,1344.9,1354.0,1300.0,1304.0,1308.65,1330.59,549534,73120644315000.0,26721,201754,0.36710000000000004
2018-10-19,DMART,EQ,1308.65,1300.0,1300.3,1226.0,1231.0,1234.25,1253.74,843104,105703726560000.0,59724,400381,0.47490000000000004
2018-10-22,DMART,EQ,1234.25,1240.0,1250.0,1181.7,1189.95,1191.8,1211.49,519494,62936165579999.99,26267,149896,0.28850000000000003
2018-10-23,DMART,EQ,1191.8,1180.0,1183.95,1125.75,1136.0,1133.7,1145.76,1028808,117876904455000.0,45392,471010,0.45780000000000004
2018-10-24,DMART,EQ,1133.7,1150.0,1179.0,1142.55,1174.9,1168.25,1166.17,803320,93680386680000.0,52580,393503,0.48979999999999996
2018-10-25,DMART,EQ,1168.25,1155.0,1209.0,1143.1,1195.05,1187.1,1187.96,698215,82944937860000.0,34075,202053,0.28940000000000005
2018-10-26,DMART,EQ,1187.1,1190.0,1264.0,1165.0,1228.0,1226.6,1228.22,1177435,144614372040000.0,48349,282992,0.2403
2018-10-29,DMART,EQ,1226.6,1234.25,1299.0,1234.25,1293.0,1291.25,1278.25,894762,114372786890000.02,35516,212859,0.2379
2018-10-30,DMART,EQ,1291.25,1295.7,1325.0,1266.05,1270.0,1273.6,1298.75,729259,94712466640000.0,30952,133850,0.18350000000000002
2018-10-31,DMART,EQ,1273.6,1279.0,1353.9,1263.05,1342.8,1337.95,1311.57,941962,123544629430000.0,35521,309804,0.3289
2018-11-01,DMART,EQ,1337.95,1348.7,1389.0,1346.2,1370.0,1366.1,1368.56,706506,96689935645000.0,34095,165212,0.2338
2018-11-02,DMART,EQ,1366.1,1379.9,1482.8,1368.0,1478.5,1462.5,1434.1,1761020,252547875519999.97,51977,606956,0.3447
2018-11-05,DMART,EQ,1462.5,1477.95,1489.7,1425.25,1434.15,1436.05,1459.85,656129,95784973455000.0,35640,157093,0.23940000000000003
2018-11-06,DMART,EQ,1436.05,1438.0,1464.35,1403.4,1417.7,1424.0,1436.7,600576,86284823040000.0,26166,141320,0.2353
2018-11-07,DMART,EQ,1424.0,1426.0,1430.0,1417.7,1426.4,1425.15,1425.82,109342,15590178315000.0,5512,40948,0.37450000000000006
2018-11-09,DMART,EQ,1425.15,1429.45,1431.8,1385.0,1394.5,1396.75,1403.82,375206,52672177850000.0,20187,117749,0.3138
2018-11-12,DMART,EQ,1396.75,1407.0,1425.0,1385.5,1389.9,1391.75,1407.83,379336,53404100950000.0,18576,126593,0.3337
2018-11-13,DMART,EQ,1391.75,1389.9,1389.9,1366.1,1372.0,1374.35,1376.56,293907,40457932720000.0,15783,99032,0.337
2018-11-14,DMART,EQ,1374.35,1378.0,1388.8,1362.0,1380.1,1380.7,1376.57,382779,52692224940000.0,24971,166568,0.43520000000000003
2018-11-15,DMART,EQ,1380.7,1387.0,1397.0,1377.5,1387.0,1388.45,1386.9,255567,35444576020000.0,14225,120223,0.4704
2018-11-16,DMART,EQ,1388.45,1396.4,1419.45,1375.1,1389.95,1387.9,1397.42,379929,53092188755000.0,22058,140300,0.3693
2018-11-19,DMART,EQ,1387.9,1399.9,1421.9,1378.7,1412.05,1412.55,1403.21,289799,40664991985000.0,13873,103947,0.35869999999999996
2018-11-20,DMART,EQ,1412.55,1412.0,1437.4,1397.65,1404.85,1412.5,1419.32,577012,81896239470000.0,22246,121604,0.2107
2018-11-21,DMART,EQ,1412.5,1415.0,1428.95,1405.0,1421.0,1421.35,1418.39,233850,33169037150000.0,12212,53223,0.22760000000000002
2018-11-22,DMART,EQ,1421.35,1426.7,1433.7,1398.1,1408.1,1410.9,1414.43,193674,27393791775000.0,11625,59495,0.3072
2018-11-26,DMART,EQ,1410.9,1417.0,1423.45,1379.0,1397.9,1393.7,1397.06,312965,43722967665000.0,17561,131154,0.4191
2018-11-27,DMART,EQ,1393.7,1397.0,1409.75,1391.1,1403.0,1404.95,1402.86,191458,26858864339999.996,12005,62815,0.3281
2018-11-28,DMART,EQ,1404.95,1406.0,1450.0,1397.9,1441.0,1443.7,1431.27,515172,73734784910000.0,25338,204108,0.3962
2018-11-29,DMART,EQ,1443.7,1451.4,1456.7,1430.95,1437.0,1438.1,1446.73,311543,45071781985000.0,14114,127674,0.4098
2018-11-30,DMART,EQ,1438.1,1438.0,1500.0,1438.0,1487.0,1492.5,1475.97,1360732,200840127265000.0,57781,536199,0.39409999999999995
2018-12-03,DMART,EQ,1492.5,1504.9,1508.9,1473.0,1476.55,1477.45,1484.07,349961,51936493880000.0,22313,156644,0.4476
2018-12-04,DMART,EQ,1477.45,1477.0,1495.0,1475.0,1485.0,1485.7,1487.55,342761,50987561010000.0,19730,181557,0.5297
2018-12-05,DMART,EQ,1485.7,1484.0,1508.9,1475.15,1504.95,1502.55,1500.55,580513,87109034335000.0,28465,218662,0.37670000000000003
2018-12-06,DMART,EQ,1502.55,1494.75,1500.0,1480.0,1492.0,1496.65,1492.98,282216,42134282315000.0,18738,116799,0.4139
2018-12-07,DMART,EQ,1496.65,1503.0,1520.85,1497.1,1514.0,1513.15,1512.5,399271,60389550500000.0,23604,148909,0.373
2018-12-10,DMART,EQ,1513.15,1500.0,1518.75,1486.85,1509.85,1510.2,1508.68,415922,62749244725000.0,24382,154943,0.3725
2018-12-11,DMART,EQ,1510.2,1499.7,1550.0,1491.3,1550.0,1546.5,1531.39,564455,86439795540000.0,36503,217484,0.38530000000000003
2018-12-12,DMART,EQ,1546.5,1550.0,1579.5,1547.0,1557.0,1559.75,1569.14,445859,69961456025000.0,26715,207680,0.4658
2018-12-13,DMART,EQ,1559.75,1560.0,1589.0,1560.0,1581.0,1582.9,1579.73,348310,55023455354999.99,20912,189716,0.5447
2018-12-14,DMART,EQ,1582.9,1584.0,1600.0,1574.0,1597.0,1594.5,1593.24,442205,70454018835000.0,25109,212486,0.4805
2018-12-17,DMART,EQ,1594.5,1596.0,1620.0,1595.1,1619.0,1616.25,1611.14,398973,64280206385000.0,22758,152570,0.3824
2018-12-18,DMART,EQ,1616.25,1619.0,1685.0,1616.5,1681.2,1668.15,1646.97,886105,145938916625000.0,36240,329908,0.37229999999999996
2018-12-19,DMART,EQ,1668.15,1685.1,1698.7,1630.3,1648.9,1650.6,1661.44,796991,132415517545000.0,44719,239491,0.3005
2018-12-20,DMART,EQ,1650.6,1646.0,1657.0,1625.05,1640.0,1646.1,1641.67,252150,41394618930000.0,14785,61475,0.2438
2018-12-21,DMART,EQ,1646.1,1645.0,1656.75,1600.0,1612.25,1648.1,1644.74,2968587,488256799580000.0,55261,2136026,0.7195
2018-12-24,DMART,EQ,1648.1,1612.25,1622.6,1528.0,1539.9,1545.75,1575.1,647211,101942495995000.0,36025,192513,0.2975
2018-12-26,DMART,EQ,1545.75,1534.7,1562.9,1501.3,1554.0,1554.85,1535.33,544718,83632258730000.0,23587,67264,0.1235
2018-12-27,DMART,EQ,1554.85,1565.0,1578.0,1558.05,1571.0,1570.15,1569.25,260792,40924675575000.0,12694,64014,0.24550000000000002
2018-12-28,DMART,EQ,1570.15,1580.0,1669.5,1574.0,1656.0,1654.95,1628.66,1053408,171564784275000.0,42197,264618,0.25120000000000003
2018-12-31,DMART,EQ,1654.95,1660.0,1678.55,1595.0,1605.7,1606.65,1627.74,1175518,191343405720000.0,49363,239950,0.2041
2019-01-01,DMART,EQ,1606.65,1610.0,1620.75,1586.05,1590.0,1590.75,1597.45,542359,86639345445000.0,22278,107907,0.19899999999999998
2019-01-02,DMART,EQ,1590.75,1589.4,1591.95,1551.3,1565.0,1560.25,1573.47,397366,62524508570000.01,22725,120299,0.3027
2019-01-03,DMART,EQ,1560.25,1567.6,1593.3,1555.5,1582.0,1575.9,1575.99,516324,81372328325000.0,25897,157183,0.3044
2019-01-04,DMART,EQ,1575.9,1583.0,1585.7,1561.05,1575.9,1577.75,1574.7,295889,46593755100000.0,22535,91583,0.3095
2019-01-07,DMART,EQ,1577.75,1592.7,1592.7,1561.0,1572.25,1571.15,1572.99,315570,49638897975000.0,22881,143993,0.45630000000000004
2019-01-08,DMART,EQ,1571.15,1575.3,1578.7,1563.05,1573.0,1572.4,1569.95,270790,42512811275000.0,14871,117814,0.4351
2019-01-09,DMART,EQ,1572.4,1575.1,1610.0,1566.55,1607.85,1595.75,1587.16,336831,53460390405000.0,21586,141114,0.4189
2019-01-10,DMART,EQ,1595.75,1608.0,1614.0,1580.25,1591.0,1587.8,1592.9,349037,55598040104999.99,24086,133451,0.3823
2019-01-11,DMART,EQ,1587.8,1593.4,1597.8,1552.0,1552.5,1571.65,1576.22,614262,96821174065000.0,28796,246620,0.40149999999999997
2019-01-14,DMART,EQ,1571.65,1440.0,1473.8,1388.0,1394.0,1397.4,1427.72,3662140,522849373420000.0,170943,1040041,0.284
2019-01-15,DMART,EQ,1397.4,1385.0,1415.0,1372.0,1386.8,1390.0,1393.42,1829490,254925292505000.03,85245,463190,0.2532
2019-01-16,DMART,EQ,1390.0,1395.0,1407.0,1382.25,1389.85,1393.25,1392.42,771654,107446990755000.0,33789,210783,0.2732
2019-01-17,DMART,EQ,1393.25,1393.0,1399.0,1363.3,1365.3,1368.0,1374.12,657383,90332538520000.0,41312,247342,0.3763
2019-01-18,DMART,EQ,1368.0,1371.0,1388.8,1361.0,1380.0,1383.05,1376.78,580661,79944442985000.0,25389,136533,0.23510000000000003
2019-01-21,DMART,EQ,1383.05,1389.0,1389.0,1343.0,1356.0,1351.3,1363.77,434508,59256806140000.0,27021,165456,0.38079999999999997
2019-01-22,DMART,EQ,1351.3,1353.0,1375.0,1350.0,1354.0,1357.9,1361.88,444174,60491230715000.0,25327,161954,0.36460000000000004
2019-01-23,DMART,EQ,1357.9,1357.9,1401.05,1346.3,1390.0,1397.3,1385.83,1062451,147237337060000.0,36924,365171,0.3437
2019-01-24,DMART,EQ,1397.3,1400.0,1400.9,1375.0,1393.0,1391.55,1386.09,338685,46944780890000.0,21033,107328,0.3169
2019-01-25,DMART,EQ,1391.55,1397.5,1413.5,1350.2,1367.0,1365.7,1392.72,683139,95141852380000.0,30802,349448,0.5115
2019-01-28,DMART,EQ,1365.7,1366.9,1385.0,1348.0,1376.0,1372.75,1363.17,357354,48713371930000.0,25472,152065,0.4255
2019-01-29,DMART,EQ,1372.75,1375.1,1390.05,1358.2,1384.0,1384.55,1374.66,238109,32731959975000.0,14543,89837,0.37729999999999997
2019-01-30,DMART,EQ,1384.55,1389.0,1397.0,1365.0,1373.5,1374.2,1378.09,238060,32806783755000.0,14169,98608,0.4142
2019-01-31,DMART,EQ,1374.2,1374.0,1383.9,1367.25,1374.1,1374.85,1374.74,287562,39532374260000.0,16084,170672,0.5935
2019-02-01,DMART,EQ,1374.85,1379.7,1460.0,1376.45,1447.0,1442.95,1420.49,1137654,161603140685000.0,47629,523438,0.4601
2019-02-04,DMART,EQ,1442.95,1445.0,1481.9,1405.0,1476.0,1473.9,1449.41,785219,113810549580000.0,29730,217395,0.27690000000000003
2019-02-05,DMART,EQ,1473.9,1475.0,1492.3,1455.0,1470.0,1471.7,1472.88,491276,72359199615000.0,19595,126912,0.2583
2019-02-06,DMART,EQ,1471.7,1472.0,1526.0,1458.0,1505.0,1512.65,1498.65,827585,124025673425000.0,27246,285854,0.3454
2019-02-07,DMART,EQ,1512.65,1500.0,1515.15,1488.05,1491.0,1496.35,1502.32,266233,39996655530000.0,15612,77750,0.292
2019-02-08,DMART,EQ,1496.35,1496.0,1496.0,1470.0,1476.0,1477.5,1479.46,190153,28132321025000.0,12308,59293,0.3118
2019-02-11,DMART,EQ,1477.5,1470.0,1471.5,1441.1,1449.8,1451.3,1458.63,165263,24105742365000.0,7131,64480,0.39020000000000005
2019-02-12,DMART,EQ,1451.3,1452.0,1465.4,1435.0,1438.45,1442.25,1450.04,271590,39381723990000.0,22134,135555,0.4991
2019-02-13,DMART,EQ,1442.25,1444.0,1460.0,1414.05,1422.0,1428.8,1443.28,212800,30712954485000.004,18676,94254,0.4429
2019-02-14,DMART,EQ,1428.8,1429.0,1473.4,1416.55,1462.0,1465.4,1449.13,305977,44340156290000.0,14609,85625,0.2798
2019-02-15,DMART,EQ,1465.4,1461.9,1478.5,1403.15,1440.0,1464.3,1444.53,851248,122965622065000.02,29327,322004,0.37829999999999997
2019-02-18,DMART,EQ,1464.3,1448.0,1459.8,1413.0,1436.25,1436.05,1427.32,595267,84963890960000.0,21410,167856,0.282
2019-02-19,DMART,EQ,1436.05,1440.0,1457.9,1420.0,1431.0,1433.3,1443.0,241187,34803356835000.004,11761,59104,0.2451
2019-02-20,DMART,EQ,1433.3,1441.0,1493.7,1438.0,1448.0,1472.95,1468.06,840210,123348280030000.0,25564,289411,0.34450000000000003
2019-02-21,DMART,EQ,1472.95,1445.0,1475.05,1444.0,1459.0,1461.05,1460.68,278988,40751204660000.0,14120,59951,0.21489999999999998
2019-02-22,DMART,EQ,1461.05,1467.95,1494.0,1451.5,1487.5,1487.9,1480.04,360940,53420595715000.0,14391,127820,0.35409999999999997
2019-02-25,DMART,EQ,1487.9,1487.0,1510.0,1471.0,1503.0,1495.95,1490.68,540619,80589257595000.0,17193,250796,0.46390000000000003
2019-02-26,DMART,EQ,1495.95,1481.5,1495.0,1463.25,1468.0,1469.35,1480.54,361765,53560917115000.0,19949,113292,0.31320000000000003
2019-02-27,DMART,EQ,1469.35,1480.0,1484.85,1440.0,1443.0,1450.15,1461.15,327378,47834980240000.0,20082,116926,0.3572
2019-02-28,DMART,EQ,1450.15,1465.0,1467.9,1446.5,1455.0,1455.8,1458.5,244310,35632512035000.0,15826,112932,0.4622
2019-03-01,DMART,EQ,1455.8,1458.45,1479.0,1442.0,1453.0,1456.55,1462.47,228945,33482604395000.0,11050,84611,0.36960000000000004
2019-03-05,DMART,EQ,1456.55,1457.0,1502.95,1457.0,1472.0,1471.95,1474.23,397779,58641662400000.0,19603,129879,0.3265
2019-03-06,DMART,EQ,1471.95,1481.0,1485.0,1462.5,1471.0,1470.35,1473.78,221967,32712945070000.0,11162,87479,0.39409999999999995
2019-03-07,DMART,EQ,1470.35,1471.05,1499.0,1451.6,1453.0,1457.45,1476.3,539891,79704123645000.0,19720,234730,0.43479999999999996
2019-03-08,DMART,EQ,1457.45,1453.0,1468.65,1445.0,1445.5,1450.4,1453.27,241894,35153776045000.0,8620,125788,0.52
2019-03-11,DMART,EQ,1450.4,1449.9,1488.0,1448.1,1483.05,1482.2,1471.65,707763,104158173575000.0,18109,392078,0.554
2019-03-12,DMART,EQ,1482.2,1490.0,1522.7,1483.0,1504.3,1510.6,1505.51,1481463,223035554230000.03,39289,528002,0.3564
2019-03-13,DMART,EQ,1510.6,1508.0,1530.0,1494.8,1500.0,1501.4,1516.49,696115,105565211455000.0,35054,246511,0.35409999999999997
2019-03-14,DMART,EQ,1501.4,1504.4,1514.9,1460.5,1467.0,1467.3,1488.67,653414,97271613100000.0,27452,314537,0.4814
2019-03-15,DMART,EQ,1467.3,1474.0,1490.0,1471.95,1475.0,1478.5,1480.69,449001,66483133315000.0,28378,231173,0.5149
2019-03-18,DMART,EQ,1478.5,1484.4,1484.4,1456.65,1479.7,1478.8,1472.58,259908,38273523650000.0,15077,82155,0.3161
2019-03-19,DMART,EQ,1478.8,1482.0,1485.0,1468.0,1479.95,1479.55,1478.18,232295,34337394230000.0,13331,96552,0.4156
2019-03-20,DMART,EQ,1479.55,1479.0,1500.0,1472.1,1481.3,1482.15,1486.21,342846,50954070000000.0,18284,153941,0.449
2019-03-22,DMART,EQ,1482.15,1484.8,1515.0,1473.1,1508.05,1503.7,1495.44,406245,60751341440000.0,19477,187432,0.46140000000000003
2019-03-25,DMART,EQ,1503.7,1500.0,1500.0,1461.3,1469.0,1471.2,1473.75,357114,52629802035000.0,16452,174973,0.49
2019-03-26,DMART,EQ,1471.2,1473.8,1488.25,1467.25,1480.0,1477.95,1477.76,179633,26545473680000.0,11870,66642,0.371
2019-03-27,DMART,EQ,1477.95,1486.0,1489.95,1467.5,1481.5,1479.4,1479.65,221121,32718253450000.0,16593,97380,0.4404
2019-03-28,DMART,EQ,1479.4,1485.0,1485.0,1468.0,1471.8,1472.5,1475.93,207862,30678934805000.0,11466,105251,0.5064
2019-03-29,DMART,EQ,1472.5,1479.8,1489.5,1465.0,1469.0,1471.1,1477.47,326684,48266685910000.0,27179,187603,0.5743
2019-04-01,DMART,EQ,1471.1,1476.0,1514.9,1473.0,1492.0,1492.95,1496.98,600109,89835158810000.0,20809,214262,0.35700000000000004
2019-04-02,DMART,EQ,1492.95,1498.3,1505.3,1482.5,1490.0,1492.85,1494.11,289361,43233823910000.0,13226,88243,0.305
2019-04-03,DMART,EQ,1492.85,1490.25,1497.0,1475.25,1478.0,1478.55,1484.96,194233,28842727835000.004,12599,94941,0.4888
2019-04-04,DMART,EQ,1478.55,1478.0,1481.5,1427.25,1441.55,1443.6,1452.73,519069,75406723695000.0,30859,252718,0.4869
2019-04-05,DMART,EQ,1443.6,1443.9,1460.0,1443.9,1447.1,1449.3,1449.73,213547,30958632839999.996,13531,98921,0.4632
2019-04-08,DMART,EQ,1449.3,1449.0,1492.4,1431.0,1491.0,1481.85,1467.45,587824,86260437475000.0,24761,277945,0.4728
2019-04-09,DMART,EQ,1481.85,1484.0,1497.0,1459.0,1486.7,1486.2,1478.32,640951,94753282445000.0,30104,264266,0.4123
2019-04-10,DMART,EQ,1486.2,1483.7,1529.5,1471.0,1518.0,1522.3,1510.9,983484,148594588150000.0,33168,432966,0.44020000000000004
2019-04-11,DMART,EQ,1522.3,1521.0,1527.35,1465.0,1472.0,1472.6,1494.99,735838,110007322809999.98,34313,258704,0.35159999999999997
2019-04-12,DMART,EQ,1472.6,1465.0,1480.8,1451.1,1460.35,1465.35,1464.49,941874,137936227200000.0,40672,366903,0.3895
2019-04-15,DMART,EQ,1465.35,1463.0,1471.95,1448.1,1450.0,1453.25,1457.73,246361,35912800340000.0,17229,122595,0.4976
2019-04-16,DMART,EQ,1453.25,1454.1,1466.0,1395.0,1409.9,1410.65,1428.85,809956,115730784640000.02,40057,471946,0.5827
2019-04-18,DMART,EQ,1410.65,1415.0,1424.0,1353.0,1362.0,1358.5,1373.05,915917,125760255409999.98,41505,422711,0.4615
2019-04-22,DMART,EQ,1358.5,1360.0,1366.95,1320.0,1320.1,1324.8,1332.26,498320,66388932785000.0,31134,223030,0.4476
2019-04-23,DMART,EQ,1324.8,1332.9,1336.45,1275.0,1288.0,1286.05,1298.34,970284,125975421709999.98,46484,411805,0.4244
2019-04-24,DMART,EQ,1286.05,1290.0,1336.3,1290.0,1335.0,1331.15,1322.17,1008624,133356876730000.0,34747,448207,0.44439999999999996
2019-04-25,DMART,EQ,1331.15,1339.0,1361.95,1320.25,1334.95,1328.05,1342.69,682491,91637323465000.0,29541,236342,0.34630000000000005
2019-04-26,DMART,EQ,1328.05,1332.8,1333.0,1297.0,1302.25,1301.15,1302.32,828440,107889554025000.0,40314,501805,0.6057
2019-04-30,DMART,EQ,1301.15,1305.0,1308.65,1275.0,1290.0,1295.5,1289.19,468431,60389497100000.0,28531,207172,0.44229999999999997
2019-05-02,DMART,EQ,1295.5,1289.0,1310.0,1261.0,1268.0,1265.2,1282.27,495908,63588808140000.0,27425,192604,0.3884
2019-05-03,DMART,EQ,1265.2,1271.0,1282.7,1257.2,1262.0,1262.45,1268.89,306416,38880804035000.0,16859,104033,0.3395
2019-05-06,DMART,EQ,1262.45,1251.0,1256.3,1240.05,1246.9,1249.65,1248.43,423085,52819232500000.0,15927,210199,0.4968
2019-05-07,DMART,EQ,1249.65,1255.15,1285.0,1240.0,1255.05,1255.1,1268.86,699459,88751528930000.0,26573,232270,0.3321
2019-05-08,DMART,EQ,1255.1,1255.9,1263.0,1226.0,1260.0,1245.55,1241.22,670753,83255319585000.0,30904,301583,0.4496
2019-05-09,DMART,EQ,1245.55,1256.0,1262.0,1240.0,1250.1,1251.6,1249.62,382818,47837562935000.0,15490,168973,0.4414
2019-05-10,DMART,EQ,1251.6,1259.8,1283.0,1245.15,1250.4,1250.75,1261.94,616560,77806294110000.0,37740,216439,0.35100000000000003
2019-05-13,DMART,EQ,1250.75,1260.0,1280.0,1243.75,1250.0,1251.9,1264.42,821333,103850869040000.0,33779,318133,0.3873
2019-05-14,DMART,EQ,1251.9,1257.0,1258.0,1238.2,1249.0,1250.25,1247.59,299951,37421658500000.0,16885,105761,0.35259999999999997
2019-05-15,DMART,EQ,1250.25,1257.95,1270.0,1228.6,1232.55,1237.6,1255.44,599283,75236457245000.0,34015,254139,0.4241
2019-05-16,DMART,EQ,1237.6,1241.1,1260.0,1236.0,1258.0,1253.8,1250.55,414780,51870147210000.0,24430,190329,0.45890000000000003
2019-05-17,DMART,EQ,1253.8,1252.9,1268.0,1230.0,1230.8,1234.25,1250.84,437705,54750095250000.0,19393,225993,0.5163
2019-05-20,DMART,EQ,1234.25,1270.0,1323.35,1246.35,1321.2,1318.1,1291.54,951452,122884062805000.0,31741,380636,0.4001
2019-05-21,DMART,EQ,1318.1,1324.0,1331.7,1265.0,1274.95,1272.1,1287.01,541912,69744649745000.01,31063,231120,0.4265
2019-05-22,DMART,EQ,1272.1,1280.0,1303.8,1266.5,1298.0,1299.15,1287.13,368673,47452971225000.0,19628,111376,0.30210000000000004
2019-05-23,DMART,EQ,1299.15,1324.7,1326.0,1299.15,1305.0,1303.15,1312.18,541107,71003088580000.0,32190,246439,0.4554
2019-05-24,DMART,EQ,1303.15,1305.0,1355.0,1281.0,1342.0,1341.05,1328.07,739300,98184290305000.0,22512,309801,0.419
2019-05-27,DMART,EQ,1341.05,1342.0,1342.0,1285.0,1292.0,1289.95,1304.89,617082,80522426720000.0,27016,324505,0.5259
2019-05-28,DMART,EQ,1289.95,1294.0,1316.65,1290.0,1310.0,1310.5,1306.73,659423,86168522875000.0,35854,259546,0.3936
2019-05-29,DMART,EQ,1310.5,1309.9,1314.85,1296.0,1305.0,1307.05,1305.66,213992,27939999325000.0,10317,65354,0.3054
2019-05-30,DMART,EQ,1307.05,1307.05,1319.0,1296.0,1303.0,1303.9,1306.37,211312,27605120005000.0,10154,65413,0.30960000000000004
2019-05-31,DMART,EQ,1303.9,1305.0,1328.0,1305.0,1320.0,1323.1,1316.96,466619,61452044825000.0,25587,241614,0.5178
2019-06-03,DMART,EQ,1323.1,1322.0,1348.0,1311.65,1338.0,1340.3,1335.16,408526,54544778040000.0,18961,170004,0.4161
2019-06-04,DMART,EQ,1340.3,1333.9,1356.4,1326.0,1336.0,1333.05,1342.7,241555,32433613895000.0,15761,77152,0.3194
2019-06-06,DMART,EQ,1333.05,1339.0,1339.0,1315.0,1315.0,1317.65,1322.65,226174,29914974495000.0,22128,119692,0.5292
2019-06-07,DMART,EQ,1317.65,1319.95,1322.0,1293.25,1293.6,1296.65,1300.61,272965,35502149850000.0,18266,132815,0.4866
2019-06-10,DMART,EQ,1296.65,1300.5,1314.75,1296.0,1299.75,1299.7,1302.71,194485,25335688690000.0,16496,95602,0.4916
2019-06-11,DMART,EQ,1299.7,1303.2,1305.5,1290.1,1295.1,1296.9,1298.42,182203,23657652020000.0,18822,90391,0.4961
2019-06-12,DMART,EQ,1296.9,1296.95,1318.4,1285.0,1310.0,1310.5,1305.41,421534,55027447210000.0,21639,196850,0.467
2019-06-13,DMART,EQ,1310.5,1280.0,1308.45,1280.0,1303.1,1305.0,1300.79,275410,35824976750000.0,15790,122582,0.4451
2019-06-14,DMART,EQ,1305.0,1306.4,1334.2,1301.1,1327.0,1330.6,1324.09,577550,76473063550000.0,24541,259770,0.4498
2019-06-17,DMART,EQ,1330.6,1326.45,1333.05,1293.0,1295.9,1297.5,1307.48,181792,23768927495000.0,12700,78757,0.41009999999999996
2019-06-18,DMART,EQ,1297.5,1300.4,1349.9,1300.3,1341.25,1342.0,1331.57,595548,79301504565000.0,38761,313078,0.5056
2019-06-19,DMART,EQ,1342.0,1345.0,1356.0,1318.0,1335.0,1335.7,1334.32,291801,38935572085000.0,19710,92028,0.3154
2019-06-20,DMART,EQ,1335.7,1329.95,1344.95,1316.1,1337.0,1336.15,1332.73,348397,46432040470000.0,16502,232388,0.667
2019-06-21,DMART,EQ,1336.15,1336.15,1340.95,1314.95,1322.6,1320.45,1323.96,375704,49741735375000.0,22706,263868,0.7023
2019-06-24,DMART,EQ,1320.45,1322.0,1338.0,1317.0,1332.0,1329.2,1329.04,118535,15753742285000.0,9376,53112,0.44810000000000005
2019-06-25,DMART,EQ,1329.2,1325.0,1337.4,1307.0,1328.05,1330.65,1325.08,137823,18262621490000.0,13379,62485,0.4534
2019-06-26,DMART,EQ,1330.65,1327.85,1392.0,1320.0,1390.0,1387.45,1369.87,796746,109144149430000.0,34689,316880,0.39770000000000005
2019-06-27,DMART,EQ,1387.45,1393.15,1420.0,1365.0,1386.0,1390.55,1399.24,628821,87987179845000.0,30372,168950,0.2687
2019-06-28,DMART,EQ,1390.55,1390.0,1405.45,1380.0,1397.1,1397.9,1394.84,255370,35619958575000.0,16173,81375,0.31870000000000004
2019-07-01,DMART,EQ,1397.9,1397.1,1440.0,1378.0,1424.05,1426.05,1420.79,515766,73279292005000.0,27690,184948,0.3586
2019-07-02,DMART,EQ,1426.05,1429.0,1449.5,1421.3,1446.0,1446.6,1441.92,378759,54613998550000.0,17188,141687,0.3741
2019-07-03,DMART,EQ,1446.6,1450.0,1467.8,1444.0,1460.0,1460.1,1460.82,427962,62517463170000.01,23833,172442,0.4029
2019-07-04,DMART,EQ,1460.1,1461.0,1475.0,1428.0,1433.0,1433.0,1447.04,264148,38223242900000.0,16842,86160,0.3262
2019-07-05,DMART,EQ,1433.0,1435.2,1445.0,1348.0,1352.9,1356.15,1383.51,565343,78215703970000.0,43441,229384,0.4057
2019-07-08,DMART,EQ,1356.15,1330.0,1411.0,1286.3,1405.0,1393.0,1352.46,954056,129031929595000.0,43750,333700,0.3498
2019-07-09,DMART,EQ,1393.0,1391.0,1393.85,1335.0,1368.0,1374.95,1365.56,411310,56166706445000.01,27541,114000,0.2772
2019-07-10,DMART,EQ,1374.95,1370.0,1384.95,1345.0,1348.0,1350.8,1361.9,239044,32555306630000.0,15588,57448,0.2403
2019-07-11,DMART,EQ,1350.8,1353.0,1379.95,1353.0,1367.0,1373.0,1369.53,166623,22819514085000.0,11332,42464,0.2549
2019-07-12,DMART,EQ,1373.0,1370.0,1390.0,1352.0,1356.0,1359.4,1373.79,264267,36304638575000.0,15458,69026,0.2612
2019-07-15,DMART,EQ,1359.4,1433.95,1448.0,1410.0,1427.05,1425.25,1430.46,1595589,228241864955000.03,75910,335664,0.2104
2019-07-16,DMART,EQ,1425.25,1420.0,1471.0,1405.0,1467.8,1463.6,1444.04,1260997,182092603180000.0,51758,303968,0.2411
2019-07-17,DMART,EQ,1463.6,1454.0,1472.9,1445.75,1454.2,1463.8,1462.24,482339,70529461000000.0,27865,125382,0.25989999999999996
2019-07-18,DMART,EQ,1463.8,1455.0,1464.0,1434.0,1436.4,1439.4,1447.38,306435,44352830875000.0,33368,105068,0.3429
2019-07-19,DMART,EQ,1439.4,1445.0,1449.9,1393.0,1402.0,1402.05,1412.71,315158,44522748565000.0,19470,110861,0.3518
